timestamp,serverName,type,activeConnections,requests,responseTimeMs,cpu,ram,diskRead,diskWrite,netIn,netOut,errors4xx,errors5xx,busyWorkers,idleWorkers,reqPerSec,bytesPerSec
1774167454334,apache-c7e3a469,apache,1,0,0,0.004089775561097257,0.6984053078803399,0.0,0.0,1950.0,126.0,0,0,1,74,0.152542,173.559
1774167456328,nginx-787d7175,nginx,1,0,0,0.0,0.5388854868340478,0.0,0.0,1778.0,126.0,0,0,0,0,0.0,0.0
1774167458376,apache-2b810618,apache,1,0,0,0.011017369727047147,0.19302303219243597,0.0,0.0,1196.0,126.0,0,0,1,74,0.150628,171.381
1774167460372,apache-c7e3a469,apache,1,0,0,0.004962779156327543,0.6946602359395323,0.0,0.0,1950.0,126.0,0,0,1,74,0.152893,177.719
1774167462376,nginx-787d7175,nginx,1,0,0,0.0,0.5388854868340478,0.0,0.0,1778.0,126.0,0,0,0,0,0.0,0.0
1774167464385,apache-2b810618,apache,1,0,0,0.006683291770573566,0.19292181403187358,0.0,0.0,1196.0,126.0,0,0,1,74,0.15102,175.543
1774167466417,apache-c7e3a469,apache,1,0,0,0.004975124378109453,0.6946602359395323,0.0,0.0,1950.0,126.0,0,0,1,74,0.153226,177.548
1774167468453,nginx-787d7175,nginx,1,0,0,0.0,0.5386830505129231,0.0,0.0,1778.0,126.0,0,0,0,0,0.0,0.0
1774167470447,apache-2b810618,apache,1,0,0,0.01154228855721393,0.19342790483468544,0.0,0.0,1196.0,126.0,0,0,1,74,0.151394,175.426
1774167478056,apache-c7e3a469,apache,1,0,0,0.007161125319693094,0.6950651085817817,0.0,0.0,1950.0,126.0,0,0,1,74,0.15,173.292
1774167479380,nginx-787d7175,nginx,1,0,0,0.0,0.5385818323523607,0.0,0.0,1778.0,126.0,0,0,0,0,0.0,0.0
1774167481424,apache-2b810618,apache,1,0,0,0.010945273631840797,0.1938327774769349,0.0,0.0,1196.0,126.0,0,0,1,74,0.148855,171.969
1774167538064,apache-c7e3a469,apache,1,0,0,0.005520581113801453,0.6950651085817817,0.0,0.0,1950.0,126.0,0,0,1,74,0.125,144.0
1774167539327,nginx-787d7175,nginx,1,0,0,0.0,0.5385818323523607,0.0,0.0,1778.0,126.0,0,0,0,0,0.0,0.0
1774167541390,apache-2b810618,apache,1,0,0,0.010024570024570025,0.19292181403187358,0.0,0.0,1196.0,126.0,0,0,1,74,0.124224,143.106
1774167598081,apache-c7e3a469,apache,1,0,0,0.005785536159600998,0.6963809446690925,0.0,0.0,1950.0,126.0,0,0,1,74,0.107895,123.958
1774167599339,nginx-787d7175,nginx,1,0,0,0.0,0.5385818323523607,0.0,0.0,1778.0,126.0,0,0,0,0,0.0,0.0
1774167601357,apache-2b810618,apache,1,0,0,0.009828009828009828,0.19292181403187358,0.0,0.0,1196.0,126.0,0,0,1,74,0.10733,123.309
1774167608881,apache-c7e3a469,apache,1,0,0,0.0051870324189526185,0.6973931262747162,0.0,0.0,1950.0,126.0,0,0,1,74,0.107417,123.09
1774167610956,nginx-787d7175,nginx,1,0,0,0.0,0.5386830505129231,0.0,0.0,1778.0,126.0,0,0,0,0,0.0,0.0
1774167612986,apache-2b810618,apache,1,0,0,0.006550868486352357,0.19292181403187358,0.0,0.0,1196.0,126.0,0,0,1,74,0.10687,122.463
1774167615011,apache-c7e3a469,apache,1,0,0,0.008678304239401496,0.6974943444352786,0.0,0.0,1950.0,126.0,0,0,1,74,0.108312,123.809
1774167617000,nginx-787d7175,nginx,1,0,0,0.0,0.5386830505129231,0.0,0.0,1778.0,126.0,0,0,0,0,0.0,0.0
1774167619010,apache-2b810618,apache,1,0,0,0.0058,0.19292181403187358,0.0,0.0,1196.0,126.0,0,0,1,74,0.107769,123.188
1774167621239,apache-c7e3a469,apache,1,0,0,0.00456575682382134,0.6974943444352786,0.0,0.0,1950.0,126.0,0,0,1,74,0.109181,127.047
1774167623041,nginx-787d7175,nginx,1,0,0,0.0,0.5388854868340478,0.0,0.0,1778.0,126.0,0,0,0,0,0.0,0.0
1774167625046,apache-2b810618,apache,1,0,0,0.0067,0.19302303219243597,0.0,0.0,1196.0,126.0,0,0,1,74,0.108374,126.108
1774167627069,apache-c7e3a469,apache,1,0,0,0.0058,0.6988101805225894,0.0,0.0,1950.0,126.0,0,0,1,74,0.110024,127.687
1774167629065,nginx-787d7175,nginx,1,0,0,0.0,0.5386830505129231,0.0,0.0,1778.0,126.0,0,0,0,0,0.0,0.0
1774167631078,apache-2b810618,apache,1,0,0,0.005247524752475247,0.19302303219243597,0.0,0.0,1196.0,126.0,0,0,1,74,0.109223,126.757
1774167633119,apache-c7e3a469,apache,1,0,0,0.004975124378109453,0.6988101805225894,0.0,0.0,1950.0,126.0,0,0,1,74,0.110843,128.308
1774167635128,nginx-787d7175,nginx,1,0,0,0.0,0.5388854868340478,0.0,0.0,1778.0,126.0,0,0,0,0,0.0,0.0
1774167637128,apache-2b810618,apache,1,0,0,0.004887780548628429,0.19302303219243597,0.0,0.0,1196.0,126.0,0,0,1,74,0.110048,127.388
1774167639150,apache-c7e3a469,apache,1,0,0,0.005445544554455446,0.6987089623620271,0.0,0.0,1950.0,126.0,0,0,1,74,0.111639,128.912
1774167641154,nginx-787d7175,nginx,1,0,0,0.0,0.5385818323523607,0.0,0.0,1778.0,126.0,0,0,0,0,0.0,0.0
1774167643171,apache-2b810618,apache,1,0,0,0.0048000000000000004,0.19312425035299835,0.0,0.0,1196.0,126.0,0,0,1,74,0.110849,128.0
1774167645195,apache-c7e3a469,apache,1,0,0,0.011612903225806452,0.6988101805225894,0.0,0.0,1950.0,126.0,0,0,1,74,0.112412,129.499
1774167647198,nginx-787d7175,nginx,1,0,0,0.0,0.5386830505129231,0.0,0.0,1778.0,126.0,0,0,0,0,0.0,0.0
1774167649212,apache-2b810618,apache,1,0,0,0.00827930174563591,0.19302303219243597,0.0,0.0,1196.0,126.0,0,0,1,74,0.111628,128.595
1774167651274,apache-c7e3a469,apache,1,0,0,0.008138957816377171,0.6988101805225894,0.0,0.0,1950.0,126.0,0,0,1,74,0.113164,130.069
1774167653254,nginx-787d7175,nginx,1,0,0,0.0,0.5386830505129231,0.0,0.0,1778.0,126.0,0,0,0,0,0.0,0.0
1774167655266,apache-2b810618,apache,1,0,0,0.0104,0.194136431958622,0.0,0.0,1196.0,126.0,0,0,1,74,0.112385,129.174
1774167657282,apache-c7e3a469,apache,1,0,0,0.005955334987593052,0.6987089623620271,0.0,0.0,1950.0,126.0,0,0,1,74,0.113895,130.624
1774167659292,nginx-787d7175,nginx,1,0,0,0.0,0.5385818323523607,0.0,0.0,1778.0,126.0,0,0,0,0,0.0,0.0
1774167661310,apache-2b810618,apache,1,0,0,0.006534653465346534,0.1933266866741231,0.0,0.0,1196.0,126.0,0,0,1,74,0.113122,129.738
1774167663354,apache-c7e3a469,apache,1,0,0,0.005870646766169154,0.6988101805225894,0.0,0.0,1950.0,126.0,0,0,1,74,0.114607,133.465
1774167665341,nginx-787d7175,nginx,1,0,0,0.0,0.5386830505129231,0.0,0.0,1778.0,126.0,0,0,0,0,0.0,0.0
1774167667348,apache-2b810618,apache,1,0,0,0.005386533665835412,0.19302303219243597,0.0,0.0,1196.0,126.0,0,0,1,74,0.113839,132.571
1774167669394,apache-c7e3a469,apache,1,0,0,0.004699999999999999,0.6987089623620271,0.0,0.0,1950.0,126.0,0,0,1,74,0.115299,133.96
1774167671392,nginx-787d7175,nginx,1,0,0,0.0,0.5386830505129231,0.0,0.0,1778.0,126.0,0,0,0,0,0.0,0.0
1774167673416,apache-2b810618,apache,1,0,0,0.00458852867830424,0.19312425035299835,0.0,0.0,1196.0,126.0,0,0,1,74,0.114537,133.075
1774167675438,apache-c7e3a469,apache,1,0,0,0.004577114427860697,0.6988101805225894,0.0,0.0,1950.0,126.0,0,0,1,74,0.115974,134.442
1774167677428,nginx-787d7175,nginx,1,0,0,0.0,0.5387842686734854,0.0,0.0,1778.0,126.0,0,0,0,0,0.0,0.0
1774167679442,apache-2b810618,apache,1,0,0,0.005586034912718204,0.19292181403187358,0.0,0.0,1196.0,126.0,0,0,1,74,0.115217,133.565
1774167681479,apache-c7e3a469,apache,1,0,0,0.006093366093366093,0.6987089623620271,0.0,0.0,1950.0,126.0,0,0,1,74,0.116631,134.911
1774167683500,nginx-787d7175,nginx,1,0,0,0.0,0.5386830505129231,0.0,0.0,1778.0,126.0,0,0,0,0,0.0,0.0
1774167685503,apache-2b810618,apache,1,0,0,0.013399503722084368,0.19302303219243597,0.0,0.0,1196.0,126.0,0,0,1,74,0.11588,134.043
1774167692959,apache-c7e3a469,apache,1,0,0,0.01835411471321696,0.6987089623620271,0.0,0.0,1950.0,126.0,0,0,1,74,0.115789,133.659
1774167694940,nginx-787d7175,nginx,1,0,0,0.0,0.5386830505129231,0.0,0.0,1778.0,126.0,0,0,0,0,0.0,0.0
1774167696944,apache-2b810618,apache,1,0,0,0.006616541353383459,0.19292181403187358,0.0,0.0,1196.0,126.0,0,0,1,74,0.115304,133.099
1774167698969,apache-c7e3a469,apache,1,0,0,0.004676616915422886,0.6987089623620271,0.0,0.0,1950.0,126.0,0,0,1,74,0.116424,134.121
1774167700971,nginx-787d7175,nginx,1,0,0,0.0,0.5386830505129231,0.0,0.0,1778.0,126.0,0,0,0,0,0.0,0.0
1774167702994,apache-2b810618,apache,1,0,0,0.009850746268656715,0.19302303219243597,0.0,0.0,1196.0,126.0,0,0,1,74,0.115942,133.565
1774167705016,apache-c7e3a469,apache,1,0,0,0.012468827930174562,0.6992150531648389,0.0,0.0,1950.0,126.0,0,0,1,74,0.117043,134.571
1774167707017,nginx-787d7175,nginx,1,0,0,0.0,0.5385818323523607,0.0,0.0,1778.0,126.0,0,0,0,0,0.0,0.0
1774167709037,apache-2b810618,apache,1,0,0,0.005870646766169154,0.194136431958622,0.0,0.0,1196.0,126.0,0,0,1,74,0.116327,133.747
1774167711090,apache-c7e3a469,apache,1,0,0,0.011017369727047147,0.6987089623620271,0.0,0.0,1950.0,126.0,0,0,1,74,0.117647,137.087
1774167713088,nginx-787d7175,nginx,1,0,0,0.0,0.5386830505129231,0.0,0.0,1778.0,126.0,0,0,0,0,0.0,0.0
